date,pollutant,zone,observed,trend,seasonal,residual
2019-01-01,NO2,High_Himal,6.885915268677969,8.413547393601952,-1.8308868264802123,0.303254701556229
2019-02-01,NO2,High_Himal,7.393048729558966,8.388258424438524,-0.8969059479067187,-0.09830374697283872
2019-03-01,NO2,High_Himal,7.449793050699803,8.363055710336234,0.03509502000250986,-0.9483576796389404
2019-04-01,NO2,High_Himal,9.319908532751825,8.337883065541897,0.5924200093713737,0.38960545783855416
2019-05-01,NO2,High_Himal,9.672121857803331,8.313232412910576,0.8906238416424542,0.4682656032503001
2019-06-01,NO2,High_Himal,9.071515567692355,8.289551071333154,0.823114043351556,-0.0411495469923544
2019-07-01,NO2,High_Himal,10.553748871523332,8.267026613950154,2.600218616906208,-0.3134963593330298
2019-08-01,NO2,High_Himal,9.3414632097131,8.245859883419065,0.8113448948889915,0.2842584314050427
2019-09-01,NO2,High_Himal,8.747633468516247,8.226491968001467,0.6813841563312676,-0.16024265581648756
2019-10-01,NO2,High_Himal,8.508593869246278,8.209306159036515,0.38697220476480565,-0.08768449455504346
2019-11-01,NO2,High_Himal,6.552648497090224,8.19385734363713,-1.9182002314672384,0.27699138492033093
2019-12-01,NO2,High_Himal,5.131583690157941,8.190002378630396,-2.551548897635999,-0.5068697908364568
2020-01-01,NO2,High_Himal,6.086658144995633,8.193378143940494,-1.6893277953264043,-0.41739220361845675
2020-02-01,NO2,High_Himal,7.660699675872903,8.207735608598702,-0.6732209422607905,0.126185009534991
2020-03-01,NO2,High_Himal,9.079409395161642,8.229708582053819,0.5133756745240425,0.3363251385837813
2020-04-01,NO2,High_Himal,8.329093946963642,8.255342993503973,0.5568016292613978,-0.4830506758017288
2020-05-01,NO2,High_Himal,8.7508881411828,8.284780634892204,0.6869251172896009,-0.22081761099900454
2020-06-01,NO2,High_Himal,10.506370194494458,8.319913178391174,0.8357863202475664,1.3506706958557189
2020-07-01,NO2,High_Himal,10.295048311982086,8.35672269438092,2.3973916486227065,-0.45906603102154087
2020-08-01,NO2,High_Himal,8.989655619809266,8.384246686695068,0.7667830487276621,-0.16137411561346404
2020-09-01,NO2,High_Himal,9.794299466397156,8.391282778110023,0.7219130550677259,0.6811036332194078
2020-10-01,NO2,High_Himal,8.458411367689678,8.37023857665934,0.08905683592149848,-0.0008840448911602294
2020-11-01,NO2,High_Himal,6.109603572363173,8.32638349292339,-2.167545275875958,-0.049234644684259976
2020-12-01,NO2,High_Himal,6.091092638615178,8.263681314279472,-2.416129277307118,0.24354060164282387
2021-01-01,NO2,High_Himal,7.162814805947742,8.187356203687326,-1.5373399125672067,0.5127985148276224
2021-02-01,NO2,High_Himal,8.227014525865851,8.1081873735678,-0.43503921944609725,0.5538663717441477
2021-03-01,NO2,High_Himal,9.489159854056004,8.032862784380345,0.963737317228198,0.49255975244746075
2021-04-01,NO2,High_Himal,7.733150328770316,7.9602121966311765,0.5121131210624984,-0.7391749889233585
2021-05-01,NO2,High_Himal,6.83143405927379,7.878814685058455,0.4779248207090929,-1.525305446493757
2021-06-01,NO2,High_Himal,7.979733229407382,7.791678257960822,0.8708713578458674,-0.6828163863993071
2021-07-01,NO2,High_Himal,10.81431947423945,7.715612084297022,2.175774676206576,0.922932713735853
2021-08-01,NO2,High_Himal,7.735902112572877,7.66338965788558,0.7217733996743382,-0.6492609449870415
2021-09-01,NO2,High_Himal,8.109102259576698,7.64073640837106,0.7758157401954983,-0.3074498889898605
2021-10-01,NO2,High_Himal,8.68755895152719,7.657459759007576,-0.19424380286743081,1.2243429953870457
2021-11-01,NO2,High_Himal,4.81738730962162,7.720079499663061,-2.4072019034004146,-0.4954902866410267
2021-12-01,NO2,High_Himal,5.304321571041997,7.819253827297643,-2.30263409163568,-0.2122981646199662
2022-01-01,NO2,High_Himal,4.800868077864377,7.929037598129923,-1.3720485314262358,-1.7561209888393101
2022-02-01,NO2,High_Himal,7.074793513690602,8.027234207683867,-0.17800592184480488,-0.7744347721484601
2022-03-01,NO2,High_Himal,9.871239455108082,8.117666594260005,1.3893684751343127,0.364204385713764
2022-04-01,NO2,High_Himal,9.827284896121029,8.217250282655655,0.4580394553722892,1.1519951580930847
2022-05-01,NO2,High_Himal,5.789621111655046,8.329865840017545,0.24637466209674516,-2.7866193904592444
2022-06-01,NO2,High_Himal,8.863659629677215,8.444676417676652,0.9144226551672201,-0.49543944316665645
2022-07-01,NO2,High_Himal,11.170479000380771,8.559819833458585,1.9491482171253192,0.6615109497968668
2022-08-01,NO2,High_Himal,10.049076317205298,8.67441364184786,0.6708720614429909,0.7037906139144479
2022-09-01,NO2,High_Himal,9.078815376479067,8.774561502962436,0.8357778262679405,-0.5315239527513089
2022-10-01,NO2,High_Himal,7.43306096106424,8.845616378124884,-0.4590487528863518,-0.9535066641742924
2022-11-01,NO2,High_Himal,6.649553311504088,8.880815654982268,-2.6422288904357845,0.4109665469576047
2022-12-01,NO2,High_Himal,8.073827853127899,8.8841337994779,-2.2096563730592647,1.3993504267092636
2023-01-01,NO2,High_Himal,7.780639013370096,8.866663220721145,-1.1517208425208427,0.06569663516979318
2023-02-01,NO2,High_Himal,8.62392268959995,8.830555401265848,0.1159321015013368,-0.32256481316723296
2023-03-01,NO2,High_Himal,10.840261725434695,8.774775636049217,1.7235056889168918,0.3419804004685858
2023-04-01,NO2,High_Himal,9.769961132197484,8.705676851286565,0.4418665777785911,0.6224177031323279
2023-05-01,NO2,High_Himal,9.737203876417247,8.631806495145941,-0.013447604704318694,1.118844985975624
2023-06-01,NO2,High_Himal,9.254523557522514,8.553356458328222,0.9877367585775274,-0.2865696593832361
2023-07-01,NO2,High_Himal,9.723805259501846,8.462278804552046,1.6669406211571691,-0.40541416620736825
2023-08-01,NO2,High_Himal,8.519219861096673,8.36153940937682,0.6178122303222984,-0.46013177860244525
2023-09-01,NO2,High_Himal,9.50857198961043,8.26837716026902,0.9145573545156067,0.32563747482580396
2023-10-01,NO2,High_Himal,6.794361583740523,8.198430566556134,-0.7046440883324563,-0.6994248944831547
2023-11-01,NO2,High_Himal,4.238744884920203,8.157892477098107,-2.8547747570106767,-1.0643728351672266
2023-12-01,NO2,High_Himal,6.65232785770902,8.148886732199964,-2.1872488719299796,0.6906899974390353
2024-01-01,NO2,High_Himal,7.1148920261284365,8.166911184158158,-0.8725202463647432,-0.1794989116649779
2024-02-01,NO2,High_Himal,8.803683875367733,8.206363413884615,0.43981175254813615,0.1575087089349818
