NO2_count,NO2_mean,NO2_median,NO2_stdDev,month,year,zone,date,season
1510,14.152389877716532,13.940895056652465,4.332921265047588,2.0,2025.0,Middle_Mountains,2025-02-01,Winter
1514,22.10747594865673,21.68644763089161,6.221695007593724,3.0,2025.0,Middle_Mountains,2025-03-01,Pre-monsoon
1512,21.767061279524363,21.35558823026226,6.3180775507425,4.0,2025.0,Middle_Mountains,2025-04-01,Pre-monsoon
1346,14.799668028437303,15.342111453214953,6.565181853868602,5.0,2025.0,Middle_Mountains,2025-05-01,Pre-monsoon
1415,14.593992480334483,14.679281869279588,6.867259065863294,6.0,2025.0,Middle_Mountains,2025-06-01,Monsoon
1278,14.312872211553913,14.200016676625024,6.363717082422492,7.0,2025.0,Middle_Mountains,2025-07-01,Monsoon
884,12.808915955369036,13.135981491150169,7.696842419124,8.0,2025.0,Middle_Mountains,2025-08-01,Monsoon
1349,16.27968259744684,15.95849678941532,6.660338274653679,9.0,2025.0,Middle_Mountains,2025-09-01,Monsoon
1516,15.616301524283173,14.903059856980864,5.17333744616262,10.0,2025.0,Middle_Mountains,2025-10-01,Post-monsoon
1517,11.88815836815839,11.337199536676549,3.9714599260524843,11.0,2025.0,Middle_Mountains,2025-11-01,Post-monsoon
1518,11.55911293972582,11.087595487545332,3.6689474597769496,12.0,2025.0,Middle_Mountains,2025-12-01,Winter
1518,14.941078548898929,14.556392909213912,3.773713887838233,1.0,2026.0,Middle_Mountains,2026-01-01,Winter
1513,18.052664031259102,17.782168852583812,4.263553740276655,2.0,2026.0,Middle_Mountains,2026-02-01,Winter
1420,13.751987374337649,13.229778716504951,5.566884285567547,3.0,2026.0,Middle_Mountains,2026-03-01,Pre-monsoon
1504,24.170906762385584,23.71768465041663,6.668483941397737,4.0,2026.0,Middle_Mountains,2026-04-01,Pre-monsoon
1384,15.99396895146231,15.453041649298003,6.692693344656735,5.0,2026.0,Middle_Mountains,2026-05-01,Pre-monsoon
1414,17.7813537731778,17.522800045077776,6.133371187244663,6.0,2026.0,Middle_Mountains,2026-06-01,Monsoon
981,13.23531408837454,12.966319533214937,6.415143578175064,7.0,2026.0,Middle_Mountains,2026-07-01,Monsoon
2100,17.498268660296457,16.96101267754874,5.6769040905697175,1.0,2019.0,Siwalik,2019-01-01,Winter
2099,17.561788157085626,17.288925804932067,4.560053944049691,2.0,2019.0,Siwalik,2019-02-01,Winter
2098,20.763092355536173,20.62248856187728,5.298574584848368,3.0,2019.0,Siwalik,2019-03-01,Pre-monsoon
2094,21.784632204241824,21.572510994907734,4.407963860747458,4.0,2019.0,Siwalik,2019-04-01,Pre-monsoon
2089,25.270450803677193,24.41872285448467,5.1856301945530126,5.0,2019.0,Siwalik,2019-05-01,Pre-monsoon
2098,21.738222996651782,21.756678199395843,3.9329213845215705,6.0,2019.0,Siwalik,2019-06-01,Monsoon
2000,19.83503725278657,19.656753143905483,4.349751982573127,7.0,2019.0,Siwalik,2019-07-01,Monsoon
2088,18.244100915244132,18.004438875692113,4.58630519362912,8.0,2019.0,Siwalik,2019-08-01,Monsoon
2080,16.36682512501344,16.080368018455825,5.10069681170657,9.0,2019.0,Siwalik,2019-09-01,Monsoon
2099,18.013287002537304,17.766588137737408,3.7634578154398217,10.0,2019.0,Siwalik,2019-10-01,Post-monsoon
2100,17.204358434894495,16.90890890008446,4.962542526609631,11.0,2019.0,Siwalik,2019-11-01,Post-monsoon
2100,14.407453083295838,14.08890303308782,5.378811571200329,12.0,2019.0,Siwalik,2019-12-01,Winter
2099,15.74184076735955,15.133726571363667,4.8946886728088845,1.0,2020.0,Siwalik,2020-01-01,Winter
2092,16.704212258352268,16.107548953139304,4.838686283486686,2.0,2020.0,Siwalik,2020-02-01,Winter
2096,18.51246734166695,18.241217872160977,4.036194788392532,3.0,2020.0,Siwalik,2020-03-01,Pre-monsoon
2092,20.313864721315532,20.37632145188432,4.871781575786766,4.0,2020.0,Siwalik,2020-04-01,Pre-monsoon
2094,17.160140123723703,17.291251732198393,3.0799506176273477,5.0,2020.0,Siwalik,2020-05-01,Pre-monsoon
2083,16.86027613567953,17.033967612105812,4.603727535987712,6.0,2020.0,Siwalik,2020-06-01,Monsoon
1772,18.421710851939178,17.98449649913661,6.469890364852577,7.0,2020.0,Siwalik,2020-07-01,Monsoon
2053,17.567611817097724,17.306994335329502,5.250438058622608,8.0,2020.0,Siwalik,2020-08-01,Monsoon
2037,17.48651537490064,17.273963791996668,5.005545964175782,9.0,2020.0,Siwalik,2020-09-01,Monsoon
2100,18.264569461277652,17.768967398431137,3.5780595349453415,10.0,2020.0,Siwalik,2020-10-01,Post-monsoon
2100,16.44634891488136,15.98270491112381,4.999840297919675,11.0,2020.0,Siwalik,2020-11-01,Post-monsoon
2100,16.243821902027207,15.475976720667601,6.028207746213345,12.0,2020.0,Siwalik,2020-12-01,Winter
2100,17.73273174375706,16.44052537652928,7.50275229639497,1.0,2021.0,Siwalik,2021-01-01,Winter
2100,21.222792854272022,20.273528117240208,7.452017709831421,2.0,2021.0,Siwalik,2021-02-01,Winter
2092,31.48977529119959,30.249934298222612,8.067925348662474,3.0,2021.0,Siwalik,2021-03-01,Pre-monsoon
2100,32.46462532879806,31.842711961850895,6.595584484622825,4.0,2021.0,Siwalik,2021-04-01,Pre-monsoon
2092,17.10213805961703,16.81470241213083,4.975395878281942,5.0,2021.0,Siwalik,2021-05-01,Pre-monsoon
2010,17.802935188268258,17.30274444119348,5.4704131541757866,6.0,2021.0,Siwalik,2021-06-01,Monsoon
1990,21.87874702921021,22.30187824763949,6.049641535275296,7.0,2021.0,Siwalik,2021-07-01,Monsoon
1887,20.59830923235546,20.61040412161931,6.35705733112934,8.0,2021.0,Siwalik,2021-08-01,Monsoon
2090,18.870729437342984,18.72970795054765,4.7229386378448135,9.0,2021.0,Siwalik,2021-09-01,Monsoon
2100,21.392193259437217,21.10056730955734,4.718048213739683,10.0,2021.0,Siwalik,2021-10-01,Post-monsoon
2100,16.196786638634816,15.866430812200571,5.301191423082853,11.0,2021.0,Siwalik,2021-11-01,Post-monsoon
2100,17.337351218325406,16.457749194682968,6.395627020741015,12.0,2021.0,Siwalik,2021-12-01,Winter
2100,14.359033229672576,13.608179225201965,6.045241149567834,1.0,2022.0,Siwalik,2022-01-01,Winter
2098,17.80997362045673,17.28383219661104,4.955841086951406,2.0,2022.0,Siwalik,2022-02-01,Winter
2100,26.288752409739935,25.85499347475386,5.418023207986168,3.0,2022.0,Siwalik,2022-03-01,Pre-monsoon
2100,29.935173879482942,29.918584728688693,4.402769122780582,4.0,2022.0,Siwalik,2022-04-01,Pre-monsoon
2098,16.887087972484203,17.04721590618359,3.9849540674955053,5.0,2022.0,Siwalik,2022-05-01,Pre-monsoon
2046,23.2291141961823,23.244926792458887,4.894609710069934,6.0,2022.0,Siwalik,2022-06-01,Monsoon
2087,20.09203516346225,20.145273671011488,5.01444966929871,7.0,2022.0,Siwalik,2022-07-01,Monsoon
2071,20.712350757634386,20.37187451736143,5.283896149057906,8.0,2022.0,Siwalik,2022-08-01,Monsoon
2067,18.5047275897354,18.47047484638975,5.512743255990279,9.0,2022.0,Siwalik,2022-09-01,Monsoon
2100,19.168606817739345,18.4816376002211,4.694182865230818,10.0,2022.0,Siwalik,2022-10-01,Post-monsoon
2100,18.51243443872962,17.872457868928038,5.698061542074501,11.0,2022.0,Siwalik,2022-11-01,Post-monsoon
2100,19.787356656209642,19.29638862836785,5.842945232973192,12.0,2022.0,Siwalik,2022-12-01,Winter
2100,18.955423672469102,18.830440975951642,5.539270310434418,1.0,2023.0,Siwalik,2023-01-01,Winter
2100,21.999346593673764,22.043517346190146,5.082694491044193,2.0,2023.0,Siwalik,2023-02-01,Winter
2100,28.61722909003391,27.57162031258729,8.952080491007072,3.0,2023.0,Siwalik,2023-03-01,Pre-monsoon
2100,36.4558606463491,34.07657206656861,12.262569341465188,4.0,2023.0,Siwalik,2023-04-01,Pre-monsoon
2100,26.57548859572005,26.803423270185398,5.448358167873804,5.0,2023.0,Siwalik,2023-05-01,Pre-monsoon
2100,23.541889752176445,23.472927456120598,4.9172020466507576,6.0,2023.0,Siwalik,2023-06-01,Monsoon
2051,20.328465296391638,20.14188140565151,5.901741711271228,7.0,2023.0,Siwalik,2023-07-01,Monsoon
1988,19.16204535122394,19.17963025236574,6.540367544800779,8.0,2023.0,Siwalik,2023-08-01,Monsoon
2100,20.467293869723957,20.146167797702304,5.368221317085258,9.0,2023.0,Siwalik,2023-09-01,Monsoon
2100,17.804855801661205,17.508384481821526,3.8381357352439314,10.0,2023.0,Siwalik,2023-10-01,Post-monsoon
2100,15.342231510893335,14.645213148170464,5.031058399034785,11.0,2023.0,Siwalik,2023-11-01,Post-monsoon
2100,17.27968029368272,16.94062060823104,6.218774820827234,12.0,2023.0,Siwalik,2023-12-01,Winter
2100,16.563545225548996,16.079917847927078,5.009447319407596,1.0,2024.0,Siwalik,2024-01-01,Winter
2100,20.741328279755695,20.873317656062294,5.02347958955114,2.0,2024.0,Siwalik,2024-02-01,Winter
2100,23.509286444065104,23.25487850543649,6.897706306397494,3.0,2024.0,Siwalik,2024-03-01,Pre-monsoon
2100,41.58538633881582,41.37734525344832,8.173206138731294,4.0,2024.0,Siwalik,2024-04-01,Pre-monsoon
2100,27.341901094178002,27.30808164610179,4.537019254684359,5.0,2024.0,Siwalik,2024-05-01,Pre-monsoon
2067,25.600201917388155,25.390330311197882,5.01797367874837,6.0,2024.0,Siwalik,2024-06-01,Monsoon
2068,17.54445037685104,17.540469221289257,5.358208538161009,7.0,2024.0,Siwalik,2024-07-01,Monsoon
2087,19.88434884663745,19.908862435983323,5.23995442596684,8.0,2024.0,Siwalik,2024-08-01,Monsoon
2099,21.082664567835423,20.855688183272026,4.894458441753676,9.0,2024.0,Siwalik,2024-09-01,Monsoon
2100,20.119941688386564,19.916505291557566,4.584545170669329,10.0,2024.0,Siwalik,2024-10-01,Post-monsoon
2100,18.180761309611327,17.890843550723933,5.466489197848056,11.0,2024.0,Siwalik,2024-11-01,Post-monsoon
2100,17.98168518517936,17.403523582459556,5.2071113923764285,12.0,2024.0,Siwalik,2024-12-01,Winter
2100,19.53378533025735,18.964785729056622,4.701767136634177,1.0,2025.0,Siwalik,2025-01-01,Winter
2098,20.003923271781158,19.312460134280276,5.725599674739262,2.0,2025.0,Siwalik,2025-02-01,Winter
2100,32.22259156953293,32.042139333323206,7.414170018176804,3.0,2025.0,Siwalik,2025-03-01,Pre-monsoon
2100,33.41247466308506,32.545286436813036,6.750829256394699,4.0,2025.0,Siwalik,2025-04-01,Pre-monsoon
2096,21.593356037511963,21.80804051541915,4.573587636172566,5.0,2025.0,Siwalik,2025-05-01,Pre-monsoon
2087,19.235734421492207,19.44704965603048,4.860036749110903,6.0,2025.0,Siwalik,2025-06-01,Monsoon
2080,18.574815419179455,18.479292312017925,5.03563422776057,7.0,2025.0,Siwalik,2025-07-01,Monsoon
1956,16.327298153491324,16.43324558531776,6.245741230509297,8.0,2025.0,Siwalik,2025-08-01,Monsoon
2093,20.422927132345315,20.618507294500333,4.646589700019321,9.0,2025.0,Siwalik,2025-09-01,Monsoon
2100,20.511159621114185,20.444916263962597,4.219726327878732,10.0,2025.0,Siwalik,2025-10-01,Post-monsoon
2100,16.52818668814154,16.33089280638243,5.424286242284625,11.0,2025.0,Siwalik,2025-11-01,Post-monsoon
2100,15.57141122715458,14.534478367084139,5.329228138435844,12.0,2025.0,Siwalik,2025-12-01,Winter
2100,20.000976277672585,18.95925062954118,5.844956553734301,1.0,2026.0,Siwalik,2026-01-01,Winter
2100,24.06609117715716,23.704991843859332,4.699796132918852,2.0,2026.0,Siwalik,2026-02-01,Winter
2095,20.750763289320485,20.850867686050584,5.088851417357365,3.0,2026.0,Siwalik,2026-03-01,Pre-monsoon
2099,35.07533964694314,34.43062693167404,7.0721615637057464,4.0,2026.0,Siwalik,2026-04-01,Pre-monsoon
2096,20.681156994071213,20.87715374717041,4.66840115686394,5.0,2026.0,Siwalik,2026-05-01,Pre-monsoon
2076,25.29583282823297,25.389451009180945,4.920178204336568,6.0,2026.0,Siwalik,2026-06-01,Monsoon
1990,17.81817420989749,17.75738016089168,5.452839368797197,7.0,2026.0,Siwalik,2026-07-01,Monsoon
1293,22.15722632007543,22.293286047977315,3.6615941393699214,1.0,2019.0,Terai,2019-01-01,Winter
1293,20.680387320217168,21.053704571067374,3.5189939309117135,2.0,2019.0,Terai,2019-02-01,Winter
1293,25.615068818007753,26.17563019491282,3.5894234959081324,3.0,2019.0,Terai,2019-03-01,Pre-monsoon
1293,27.79471583221102,27.47366617682144,3.262377756826692,4.0,2019.0,Terai,2019-04-01,Pre-monsoon
1293,32.23749822661371,30.10472051232939,5.462770899372319,5.0,2019.0,Terai,2019-05-01,Pre-monsoon
1293,28.36023836112866,28.427003928231027,3.530600892662871,6.0,2019.0,Terai,2019-06-01,Monsoon
1293,23.48012510041232,23.190776521669388,3.939138085784971,7.0,2019.0,Terai,2019-07-01,Monsoon
1293,20.820719605208104,20.91240278592538,2.856641245853752,8.0,2019.0,Terai,2019-08-01,Monsoon
1293,20.139481947085326,20.31768582973501,3.9682212753933905,9.0,2019.0,Terai,2019-09-01,Monsoon
1293,22.315458653626063,22.35145463612987,2.2744594937550744,10.0,2019.0,Terai,2019-10-01,Post-monsoon
1293,24.287116193425152,23.47942389363972,5.809190976455756,11.0,2019.0,Terai,2019-11-01,Post-monsoon
1293,21.31387899819514,20.852142932776932,5.451018357609213,12.0,2019.0,Terai,2019-12-01,Winter
1293,20.769230037297024,21.10207775001021,4.49737980027705,1.0,2020.0,Terai,2020-01-01,Winter
1293,20.94653579662841,20.621373391917903,3.646848730320145,2.0,2020.0,Terai,2020-02-01,Winter
1293,21.87934557066853,22.000035609857527,2.9923711088755764,3.0,2020.0,Terai,2020-03-01,Pre-monsoon
1293,24.84040659742716,25.097152793682305,2.823348565282609,4.0,2020.0,Terai,2020-04-01,Pre-monsoon
1293,22.37535223086496,22.46367671933001,2.98573363588039,5.0,2020.0,Terai,2020-05-01,Pre-monsoon
1293,21.58130789263361,21.862544140926026,3.030735418123813,6.0,2020.0,Terai,2020-06-01,Monsoon
1291,22.021145401532586,21.33078057061116,5.938859077573226,7.0,2020.0,Terai,2020-07-01,Monsoon
1293,19.673508946842862,19.84997178217263,3.148377027428093,8.0,2020.0,Terai,2020-08-01,Monsoon
1293,20.16330688392274,20.08039341548382,2.8396443023798987,9.0,2020.0,Terai,2020-09-01,Monsoon
1293,22.53877493261206,22.292346954548453,2.7989525647688707,10.0,2020.0,Terai,2020-10-01,Post-monsoon
1293,23.90705034657982,23.493069400831526,5.377235403241539,11.0,2020.0,Terai,2020-11-01,Post-monsoon
1293,22.44121885405227,22.54144776861554,5.292341038573983,12.0,2020.0,Terai,2020-12-01,Winter
1293,24.096822917912444,24.086859106757224,6.334552992925597,1.0,2021.0,Terai,2021-01-01,Winter
1293,25.849265766369047,25.631504329553497,4.180656668820813,2.0,2021.0,Terai,2021-02-01,Winter
1293,35.976950591678474,35.89619944988007,4.63989621271411,3.0,2021.0,Terai,2021-03-01,Pre-monsoon
1293,36.45150656547469,35.65817013225902,5.922278640059033,4.0,2021.0,Terai,2021-04-01,Pre-monsoon
1293,22.047152961791948,22.364622214143388,3.1487631751583924,5.0,2021.0,Terai,2021-05-01,Pre-monsoon
1293,24.854422932083267,24.900878196971743,4.24714978929722,6.0,2021.0,Terai,2021-06-01,Monsoon
1293,27.19311020184489,27.26626363831015,5.013393670011132,7.0,2021.0,Terai,2021-07-01,Monsoon
1293,24.91530489652686,24.848788466868633,4.497169589691251,8.0,2021.0,Terai,2021-08-01,Monsoon
1293,23.10434698464218,23.17644429343979,3.314136254612119,9.0,2021.0,Terai,2021-09-01,Monsoon
1293,25.850985761181764,25.63688088522553,3.167661117441859,10.0,2021.0,Terai,2021-10-01,Post-monsoon
1293,24.46632621055321,23.74699540333338,5.749920500049158,11.0,2021.0,Terai,2021-11-01,Post-monsoon
1293,23.523603481200755,23.73705447481043,5.339568547139991,12.0,2021.0,Terai,2021-12-01,Winter
1293,22.06899412811998,23.02181278188309,5.456324525080888,1.0,2022.0,Terai,2022-01-01,Winter
1293,22.14312915962917,21.99555892824468,2.940760218676547,2.0,2022.0,Terai,2022-02-01,Winter
1293,31.214215080931766,32.0116935009575,3.650297908663882,3.0,2022.0,Terai,2022-03-01,Pre-monsoon
1293,35.51635362657228,35.342067761319285,3.2542294264788887,4.0,2022.0,Terai,2022-04-01,Pre-monsoon
1293,24.03214379452458,24.127958270202917,3.298915528675685,5.0,2022.0,Terai,2022-05-01,Pre-monsoon
1293,32.156458625847186,32.29416630158947,4.582666707859213,6.0,2022.0,Terai,2022-06-01,Monsoon
1293,25.5323035548342,25.455804157939127,4.662449912333574,7.0,2022.0,Terai,2022-07-01,Monsoon
1293,23.46986602546481,23.427110216494256,3.1756780782563587,8.0,2022.0,Terai,2022-08-01,Monsoon
1293,22.610808358046086,22.70314556239353,3.2318008728422742,9.0,2022.0,Terai,2022-09-01,Monsoon
1293,22.77643925434869,22.777534908074053,2.7271628346710317,10.0,2022.0,Terai,2022-10-01,Post-monsoon
1293,27.815805836716088,26.835227142960907,6.655076448119368,11.0,2022.0,Terai,2022-11-01,Post-monsoon
1293,27.57040287051618,28.24051057019453,5.688854695610562,12.0,2022.0,Terai,2022-12-01,Winter
1293,24.059081743121865,24.6662540481854,4.551261228098066,1.0,2023.0,Terai,2023-01-01,Winter
1293,27.396374235115246,27.37013226100767,3.2904273087974745,2.0,2023.0,Terai,2023-02-01,Winter
1293,32.263088836870764,32.047530798406825,6.087909254114927,3.0,2023.0,Terai,2023-03-01,Pre-monsoon
1293,40.24992760174721,37.7968543945035,9.8004027252106,4.0,2023.0,Terai,2023-04-01,Pre-monsoon
1293,33.63967568046927,33.67365216087654,3.5880700975924524,5.0,2023.0,Terai,2023-05-01,Pre-monsoon
1293,33.45315554723361,33.725730014543046,5.251134742181236,6.0,2023.0,Terai,2023-06-01,Monsoon
1293,24.529512739992384,24.64966512986561,4.464406458118658,7.0,2023.0,Terai,2023-07-01,Monsoon
1293,23.067188599299058,23.265379297336487,3.725482903684161,8.0,2023.0,Terai,2023-08-01,Monsoon
1293,23.505756074283624,23.537932654962248,3.1495103850689925,9.0,2023.0,Terai,2023-09-01,Monsoon
1293,23.827023841739376,24.00984282537439,2.65926262908918,10.0,2023.0,Terai,2023-10-01,Post-monsoon
1293,25.085187870145987,24.416047316402672,6.318420061353376,11.0,2023.0,Terai,2023-11-01,Post-monsoon
1293,25.457398726964602,26.32439495256843,5.985413681621297,12.0,2023.0,Terai,2023-12-01,Winter
1293,21.612224833124518,22.53413632897187,5.029824172407535,1.0,2024.0,Terai,2024-01-01,Winter
1293,26.677029887140534,26.407511759609136,4.003132760899372,2.0,2024.0,Terai,2024-02-01,Winter
1293,27.278222845475018,27.246810260022006,4.349067396601166,3.0,2024.0,Terai,2024-03-01,Pre-monsoon
1293,44.39597863735528,42.07142296707695,6.994019285418374,4.0,2024.0,Terai,2024-04-01,Pre-monsoon
1293,33.810460405414716,33.18453271743058,4.675481878816068,5.0,2024.0,Terai,2024-05-01,Pre-monsoon
1293,34.081436706977485,33.79992296249782,5.470209302019006,6.0,2024.0,Terai,2024-06-01,Monsoon
1293,21.83366583528736,21.88405579196236,3.862484161978651,7.0,2024.0,Terai,2024-07-01,Monsoon
1293,22.327486288539312,22.227889370629864,3.535457015527825,8.0,2024.0,Terai,2024-08-01,Monsoon
1293,24.431921102685944,24.365849633863427,3.4726457919054643,9.0,2024.0,Terai,2024-09-01,Monsoon
1293,25.137421394543463,25.100564709897437,2.9521759165248507,10.0,2024.0,Terai,2024-10-01,Post-monsoon
1293,27.968702951274622,26.825826689131066,6.793551921501486,11.0,2024.0,Terai,2024-11-01,Post-monsoon
1293,25.73073843461311,26.09955460209994,5.61165956588266,12.0,2024.0,Terai,2024-12-01,Winter
1293,24.10801744298345,24.127498177591193,4.112712404159339,1.0,2025.0,Terai,2025-01-01,Winter
1293,26.330075570935648,26.043911809895558,4.027183378440176,2.0,2025.0,Terai,2025-02-01,Winter
1293,34.95253716499826,34.636816998580436,3.8815653309255205,3.0,2025.0,Terai,2025-03-01,Pre-monsoon
1293,37.426063841726396,36.59924332044993,4.837038127848476,4.0,2025.0,Terai,2025-04-01,Pre-monsoon
1293,28.427738552569405,28.18631720841193,3.4726569533070766,5.0,2025.0,Terai,2025-05-01,Pre-monsoon
1293,25.744446560308845,25.679917529540084,3.6670933594645554,6.0,2025.0,Terai,2025-06-01,Monsoon
1293,21.67067410003212,21.62207217818274,3.486942251287653,7.0,2025.0,Terai,2025-07-01,Monsoon
1293,18.20819810862612,18.24947208822911,4.039139312909304,8.0,2025.0,Terai,2025-08-01,Monsoon
1293,22.603868416737168,22.592551083158277,2.541439499325934,9.0,2025.0,Terai,2025-09-01,Monsoon
1293,24.29416236508913,24.25551404726904,2.9840570845959187,10.0,2025.0,Terai,2025-10-01,Post-monsoon
1293,25.68967981902735,24.67805576471954,7.534182735698479,11.0,2025.0,Terai,2025-11-01,Post-monsoon
1293,23.27904229148681,23.23895322870093,5.406272061759162,12.0,2025.0,Terai,2025-12-01,Winter
1293,24.718633284224673,24.92486357262483,4.460752869272323,1.0,2026.0,Terai,2026-01-01,Winter
1293,29.21018681122555,28.90976544837996,3.2664892199268856,2.0,2026.0,Terai,2026-02-01,Winter
1293,26.958819907196204,26.996981495451237,3.091925236976112,3.0,2026.0,Terai,2026-03-01,Pre-monsoon
1293,40.45426755999562,39.682960805451685,5.641613504598479,4.0,2026.0,Terai,2026-04-01,Pre-monsoon
1293,26.268582411199077,25.800437446566402,3.455931598465082,5.0,2026.0,Terai,2026-05-01,Pre-monsoon
1293,33.286924689484024,33.3208823279438,3.487648481783757,6.0,2026.0,Terai,2026-06-01,Monsoon
1293,22.23843450165812,21.88162643583776,4.225959775495537,7.0,2026.0,Terai,2026-07-01,Monsoon
